Machine_ID,Temperature,Run_Time,Downtime_Flag
Machine_78,60.21763121,0.264750346,1
Machine_87,38.57701561,9.987695956,0
Machine_62,91.96596586,11.55225964,1
Machine_40,50.71129771,0.460614644,1
Machine_85,63.48422889,6.23551701,0
Machine_80,92.51776888,18.24695575,1
Machine_82,69.93903967,3.290632937,0
Machine_53,29.35184326,12.84744315,0
Machine_24,95.18656989,5.164844928,1
Machine_26,70.21664425,0.290898591,1
Machine_89,46.79244917,5.788834982,0
Machine_60,31.14176581,23.42097012,0
Machine_41,83.52201514,19.23689069,1
Machine_29,69.60582047,23.02983946,0
Machine_15,62.67688736,11.70849705,0
Machine_45,91.51140664,2.633668768,1
Machine_65,83.0877769,13.15102774,1
Machine_89,32.13399038,10.90505603,0
Machine_71,44.93776542,20.26456999,0
Machine_9,39.87913119,2.353981939,0
Machine_88,79.51570341,11.71778729,0
Machine_1,22.68259478,3.601167953,0
Machine_8,65.59117479,7.792222245,0
Machine_88,80.99669486,17.69656986,1
Machine_63,90.14125094,11.4244351,1
Machine_11,47.3665399,9.021318843,0
Machine_81,85.70058437,9.467430686,1
Machine_8,28.85053896,11.02672244,0
Machine_35,87.71618334,18.84039705,1
Machine_35,30.19909299,21.41003253,0
Machine_33,51.78298324,22.92803248,0
Machine_5,83.78362926,18.88568127,1
Machine_41,31.99339419,7.569765498,0
Machine_28,38.34011162,16.51523295,0
Machine_7,77.78020547,10.50247498,0
Machine_73,77.60292292,6.112094929,0
Machine_72,71.29181063,20.18091791,0
Machine_12,75.51587556,0.922232375,1
Machine_34,63.41795547,21.64228781,0
Machine_33,40.14392471,11.07545915,0
Machine_48,47.65567948,15.29283544,0
Machine_23,34.52781734,15.82449413,0
Machine_62,92.67604491,21.48282578,1
Machine_88,66.67134358,15.28007237,0
Machine_37,52.06811334,14.73440603,0
Machine_99,56.96046429,1.599648973,1
Machine_44,95.78266717,12.44179253,1
Machine_86,32.26811225,3.60405602,0
Machine_91,66.89838656,17.69841045,0
Machine_35,60.47109431,12.2933261,0
Machine_65,68.91633883,16.3254667,0
Machine_99,21.44881471,1.000149614,1
Machine_47,89.76991272,2.035008385,1
Machine_78,94.5694626,17.19176131,1
Machine_3,65.21065469,1.730024064,1
Machine_1,75.73206591,1.710161466,1
Machine_5,93.79995049,0.290603406,1
Machine_90,76.57909075,22.95603356,0
Machine_14,32.20312343,17.70020063,0
Machine_27,66.10306881,8.478033804,0
Machine_9,68.53720371,7.116853951,0
Machine_79,53.9304537,8.392877514,0
Machine_15,78.91553885,18.59168475,0
Machine_90,94.74936118,15.87289467,1
Machine_42,94.04548103,4.444693629,1
Machine_77,56.06714971,4.178624048,0
Machine_51,29.05904367,2.361495593,0
Machine_63,98.78729592,15.84726527,1
Machine_96,87.11184692,18.34494389,1
Machine_52,29.9730145,6.36111428,0
Machine_96,93.66735061,0.502679065,1
Machine_4,89.59170896,1.972120019,1
Machine_94,61.50704457,23.22864084,0
Machine_23,67.30203486,7.090674659,0
Machine_15,51.92021631,18.46135555,0
Machine_43,24.38093111,14.99192565,0
Machine_29,46.81577933,9.166551352,0
Machine_36,84.22827589,4.936494293,1
Machine_13,20.37056184,2.913274036,0
Machine_32,46.67993374,14.76031123,0
Machine_71,51.85349549,18.59121074,0
Machine_59,62.99164824,15.45370208,0
Machine_86,93.58844931,12.7272512,1
Machine_28,47.70767955,1.006829362,1
Machine_66,47.75625615,23.24373066,0
Machine_42,79.00009985,19.1691406,0
Machine_45,56.17743527,7.027728881,0
Machine_62,37.96838584,23.5192879,0
Machine_57,56.19516129,14.44515815,0
Machine_6,31.26856163,13.9781438,0
Machine_28,34.11095892,17.95375631,0
Machine_28,59.86942182,19.48247491,0
Machine_44,53.51403596,15.75548658,0
Machine_84,93.18767209,3.074297913,1
Machine_30,48.99151193,8.118420144,0
Machine_62,66.44706802,22.27400737,0
Machine_75,70.58114303,5.390774684,0
Machine_92,21.04755653,8.932008572,0
Machine_89,73.08298976,10.36984519,0
Machine_62,34.24287735,10.54571975,0
Machine_97,96.8856254,14.71054998,1
Machine_1,31.89301822,22.63382011,0
Machine_27,53.1699299,5.776625084,0
Machine_62,26.82797345,2.916033031,0
Machine_77,99.74994015,4.739291757,1
Machine_3,60.17560083,21.28619761,0
Machine_70,67.63080139,15.4994595,0
Machine_72,25.36611819,6.861762942,0
Machine_27,79.99683763,19.58272654,0
Machine_9,36.79244745,20.67287991,0
Machine_62,91.84434316,20.31634413,1
Machine_37,36.41117124,22.05423681,0
Machine_97,35.25501765,6.053784484,0
Machine_51,22.92397343,18.12100629,0
Machine_44,57.76535561,11.05294793,0
Machine_24,65.18729066,20.20796527,0
Machine_79,25.25669115,17.48377625,0
Machine_59,82.04220934,18.63473872,1
Machine_32,56.26310678,15.7478841,0
Machine_96,61.95122155,4.258290467,0
Machine_88,55.26101976,13.08064605,0
Machine_52,52.06104487,23.63207375,0
Machine_62,64.7712265,22.4973136,0
Machine_58,32.41921967,1.036169659,1
Machine_52,34.55425044,3.955555578,0
Machine_12,88.94284968,3.161490563,1
Machine_39,95.68923697,17.42351784,1
Machine_2,49.8647453,19.62684792,0
Machine_3,41.65957385,5.124272791,0
Machine_56,71.51996346,12.14046463,0
Machine_81,52.69873369,20.17687267,0
Machine_59,22.03090845,17.58723707,0
Machine_2,32.49220779,13.01369293,0
Machine_2,77.27777831,14.16834457,0
Machine_92,72.71391535,12.20065313,0
Machine_54,22.1676794,7.141162832,0
Machine_87,37.75777295,13.56052783,0
Machine_96,38.48598373,16.53324725,0
Machine_97,73.75141949,20.95974998,0
Machine_1,21.57684302,15.2709925,0
Machine_19,28.32868656,18.26691689,0
Machine_2,83.99328683,3.841719239,1
Machine_53,34.28357296,11.07737939,0
Machine_44,72.21968863,0.223958876,1
Machine_90,39.05462248,5.920292749,0
Machine_32,27.95531142,17.43508116,0
Machine_70,39.45377528,23.80343883,0
Machine_32,77.78135455,2.38027439,0
Machine_68,88.45571745,9.635863581,1
Machine_55,86.41758917,19.20170325,1
Machine_75,51.77468237,4.896855231,0
Machine_56,73.44681093,13.32203878,0
Machine_17,36.39874363,17.5937111,0
Machine_38,43.45181842,14.78365081,0
Machine_24,91.70686548,4.512593631,1
Machine_69,21.04015388,8.529229648,0
Machine_98,26.84068247,18.81100283,0
Machine_70,36.63090041,13.30143634,0
Machine_86,22.12257631,0.125510725,1
Machine_11,34.51483481,18.26377824,0
Machine_16,66.64332488,0.847472519,1
Machine_97,53.71396405,17.89761079,0
Machine_73,91.41373689,4.859533444,1
Machine_59,85.39548494,22.99376352,1
Machine_70,47.34538814,8.830578031,0
Machine_80,40.75387467,7.846358792,0
Machine_93,50.37539265,3.573313208,0
Machine_3,67.2235954,7.334501172,0
Machine_20,41.44509127,21.03961828,0
Machine_59,69.93191263,23.9120241,0
Machine_36,52.75293218,8.839428732,0
Machine_19,64.16377447,10.76665514,0
Machine_90,54.89012233,17.32970252,0
Machine_67,43.55726076,21.26869873,0
Machine_19,95.87626456,14.23306402,1
Machine_20,81.08846353,9.396616756,1
Machine_96,31.20905406,9.90292418,0
Machine_71,89.47743807,16.69483552,1
Machine_52,58.99449586,0.077238327,1
Machine_33,91.56417815,14.8701441,1
Machine_40,83.98842048,8.531832251,1
Machine_39,54.01708036,19.06073595,0
Machine_82,21.79754467,2.231775356,0
Machine_1,41.49418875,14.11685441,0
Machine_11,63.33073717,11.54334936,0
Machine_92,70.67825759,15.41581262,0
Machine_57,40.63101483,1.556486268,1
Machine_89,31.14848593,13.9196109,0
Machine_50,86.79441894,13.47563011,1
Machine_23,98.75217446,13.45584227,1
Machine_31,62.05521458,14.483704,0
Machine_94,33.73434287,16.23523049,0
Machine_42,41.78458612,19.31973599,0
Machine_99,21.47125412,6.475697283,0
Machine_7,93.14390452,19.80118584,1
Machine_16,29.42008663,11.95813637,0
Machine_90,66.12131804,1.849398699,1
Machine_60,41.92441765,1.405222302,1
Machine_2,64.3342402,8.021719649,0
Machine_1,72.11363107,18.83752745,0
Machine_48,86.3793443,16.98434243,1
Machine_12,36.51370174,18.92675915,0
Machine_69,20.87966629,12.41445735,0
Machine_37,30.95085041,10.56477595,0
Machine_32,92.00149135,3.538860641,1
Machine_9,89.91120621,7.876626087,1
Machine_99,67.79304817,10.41646479,0
Machine_19,68.04134883,2.126410312,0
Machine_48,73.20293396,5.294686865,0
Machine_80,34.02970229,14.35740706,0
Machine_3,93.15295567,17.65591474,1
Machine_20,53.50164199,23.96034027,0
Machine_24,50.65108226,22.39471995,0
Machine_54,61.51341642,15.42156479,0
Machine_33,23.75727734,10.10995328,0
Machine_24,33.3026695,15.26825675,0
Machine_75,79.04268931,18.85563883,0
Machine_72,26.62389343,2.840068582,0
Machine_36,68.25216876,9.837717353,0
Machine_38,39.62792877,20.15525486,0
Machine_84,51.14364912,9.211990846,0
Machine_99,43.09549894,13.72493451,0
Machine_89,48.45381732,14.10646466,0
Machine_99,77.52367241,4.427430075,0
Machine_25,43.76973725,8.6936506,0
Machine_93,65.31237122,8.02827093,0
Machine_18,58.08403218,0.628721005,1
Machine_82,73.09369323,0.580602333,1
Machine_66,94.94637915,19.96072905,1
Machine_54,78.60576778,6.553699439,0
Machine_35,37.19523029,12.43389039,0
Machine_80,22.4946508,7.169413766,0
Machine_61,40.98112354,22.57630188,0
Machine_41,67.60623446,6.223122213,0
Machine_100,24.11406508,10.31176351,0
Machine_33,59.70929978,20.94552601,0
Machine_68,67.74742791,20.2064056,0
Machine_33,46.73951127,4.466434028,0
Machine_14,81.6729763,19.26343944,1
Machine_21,28.52786025,10.99648528,0
Machine_48,26.01102254,11.59125293,0
Machine_20,78.2551005,3.203519338,0
Machine_8,59.6393053,1.93443633,1
Machine_7,75.07219171,17.47054337,0
Machine_67,54.78618709,11.91506766,0
Machine_17,39.71216266,10.48441686,0
Machine_33,85.52818541,17.50819749,1
Machine_48,83.95327032,18.37230958,1
Machine_76,75.57571767,3.813796024,0
Machine_59,41.77161098,14.64540359,0
Machine_86,67.21845335,3.248497975,0
Machine_22,48.87791176,18.03300206,0
Machine_30,27.32656587,15.76692375,0
Machine_38,93.38508604,22.95875091,1
Machine_51,30.94549047,1.654992393,1
Machine_54,96.01898831,1.369313308,1
Machine_8,55.68046184,6.772489793,0
Machine_27,34.81063431,6.28093641,0
Machine_27,63.35207579,5.927491178,0
Machine_98,89.83566687,21.75010993,1
Machine_21,78.57799091,5.989108796,0
Machine_30,84.52489183,6.526793427,1
Machine_97,72.70266934,18.2255583,0
Machine_28,75.38212516,10.79375622,0
Machine_64,87.93565213,18.64105337,1
Machine_97,39.97344071,1.568787782,1
Machine_69,59.15399709,11.70170865,0
Machine_61,37.69675535,0.806726404,1
Machine_48,99.01344064,1.503676883,1
Machine_19,95.52474717,21.75449888,1
Machine_4,23.15414491,3.341888907,0
Machine_35,76.4460138,12.77809637,0
Machine_64,94.01986539,9.866294462,1
Machine_49,34.44602761,8.33623983,0
Machine_17,65.43561844,21.5960003,0
Machine_44,93.23906381,0.523761523,1
Machine_92,22.71567829,15.93095247,0
Machine_30,75.79362138,23.12146642,0
Machine_93,43.78792059,13.4440364,0
Machine_46,93.95169563,22.48373909,1
Machine_6,97.68465961,1.254189103,1
Machine_99,95.54131913,10.05103966,1
Machine_37,57.93713733,6.243786983,0
Machine_24,88.96341208,17.53970316,1
Machine_93,87.56395188,23.55113017,1
Machine_46,45.52803786,6.156721499,0
Machine_53,86.31323793,15.70019044,1
Machine_95,22.96061078,4.754343186,0
Machine_99,67.70159028,13.56792611,0
Machine_60,38.40070698,11.13437968,0
Machine_97,29.64535086,23.32812791,0
Machine_63,26.15625613,14.60465454,0
Machine_85,75.70310207,8.38815293,0
Machine_32,47.1899971,2.738298837,0
Machine_87,77.98134172,3.62992389,0
Machine_33,25.22850726,5.407606319,0
Machine_67,45.22322703,6.023199872,0
Machine_18,63.15930339,20.41478539,0
Machine_25,83.25785319,13.46934692,1
Machine_95,45.50020023,12.56138187,0
Machine_54,70.07131011,2.754452925,0
Machine_58,90.87821986,20.64335264,1
Machine_67,69.26905505,17.34754328,0
Machine_46,38.63675798,1.624040686,1
Machine_24,21.95206252,16.98804233,0
Machine_32,89.60790991,13.04491722,1
Machine_47,21.70155287,1.961408298,1
Machine_86,89.97613381,10.9992154,1
Machine_23,62.31497072,11.63271089,0
Machine_66,95.12541588,3.978588964,1
Machine_27,83.90265886,22.69675553,1
Machine_2,99.83472884,20.39940892,1
Machine_90,48.05694524,16.0565361,0
Machine_17,81.37506311,11.09509346,1
Machine_33,52.15447309,9.882372998,0
Machine_9,58.39004962,15.62336321,0
Machine_43,70.20043706,13.09036487,0
Machine_48,89.89416913,1.494554541,1
Machine_39,98.72667754,12.30006357,1
Machine_93,81.46187311,19.35368681,1
Machine_42,53.42134257,11.02175706,0
Machine_26,53.70856018,1.246957861,1
Machine_99,79.00658413,18.87067679,0
Machine_50,39.10217166,4.832730771,0
Machine_25,28.83792905,6.206900037,0
Machine_24,48.36977261,3.952952482,0
Machine_13,42.97911933,7.925161557,0
Machine_60,43.70464964,18.16203614,0
Machine_7,38.68862008,12.46526063,0
Machine_57,23.36745517,4.91715058,0
Machine_36,21.42991478,21.06792188,0
Machine_45,99.01779118,21.10996452,1
Machine_20,54.2218507,20.8938822,0
Machine_65,50.74613177,5.731109073,0
Machine_8,74.37178262,10.82974426,0
Machine_16,37.46031103,23.63975175,0
Machine_14,95.99689472,18.52829943,1
Machine_76,82.90760115,0.652018109,1
Machine_87,27.15288018,1.56491019,1
Machine_15,53.40646206,11.13435304,0
Machine_92,90.3294646,21.82128494,1
Machine_98,95.57856178,12.92884315,1
Machine_66,57.3921209,11.94750019,0
Machine_32,69.07291114,2.531368799,0
Machine_87,33.36271569,15.76272251,0
Machine_63,99.29349009,19.73047585,1
Machine_86,38.53373611,9.13008018,0
Machine_51,95.41854193,18.61468442,1
Machine_25,71.97173192,23.14743969,0
Machine_58,68.61894359,4.890395019,0
Machine_63,61.01508088,12.55991115,0
Machine_62,38.45358494,6.891310994,0
Machine_22,34.12224256,19.02850606,0
Machine_58,37.63889673,13.86224078,0
Machine_58,34.91506097,15.22997802,0
Machine_86,82.36675789,19.14993983,1
Machine_49,48.01002073,9.503291344,0
Machine_52,24.62741413,21.96216164,0
Machine_42,97.52821041,12.79269281,1
Machine_70,90.7028708,3.790915748,1
Machine_15,94.22018266,16.70157884,1
Machine_54,99.59262581,19.03827241,1
Machine_60,33.91161994,7.60228025,0
Machine_97,51.69936151,20.57230217,0
Machine_8,80.65907806,21.74743811,1
Machine_53,75.68164944,6.645707697,0
Machine_60,32.31167251,23.60451535,0
Machine_5,85.26665,3.377076673,1
Machine_68,37.95524575,4.848376042,0
Machine_6,37.90540919,4.421396142,0
Machine_96,62.95795383,21.45575304,0
Machine_94,67.43519479,15.70302126,0
Machine_47,66.40689663,3.650502797,0
Machine_99,27.31894699,10.56776204,0
Machine_55,90.19686901,14.7671526,1
Machine_40,41.24800341,2.00313804,0
Machine_52,30.3611937,21.17799284,0
Machine_16,91.09984639,19.28648485,1
Machine_13,96.45211986,12.12496257,1
Machine_30,88.97020938,23.21103877,1
Machine_19,84.76128598,10.0262635,1
Machine_17,72.41935845,23.61864766,0
Machine_63,64.06858965,16.03007997,0
Machine_19,26.95894079,15.23211056,0
Machine_92,52.67625705,3.982917487,0
Machine_58,49.81508136,21.1662662,0
Machine_55,40.7803027,10.25975251,0
Machine_90,77.8736091,3.893601739,0
Machine_90,59.67005881,0.302580479,1
Machine_62,26.48369727,13.43413641,0
Machine_23,37.61465616,12.65759093,0
Machine_9,74.66070109,17.26448694,0
Machine_12,26.09046876,21.36619327,0
Machine_1,88.09655312,1.905758031,1
Machine_58,59.61172216,17.55591577,0
Machine_1,58.44692619,4.497886658,0
Machine_34,67.39262277,20.59624928,0
Machine_96,85.97447727,19.65752433,1
Machine_48,47.82473663,12.97905012,0
Machine_89,74.2412922,17.04582717,0
Machine_1,65.25855712,7.544402716,0
Machine_16,41.36226161,11.30802957,0
Machine_61,90.29039891,19.71928555,1
Machine_64,83.79408173,11.02236473,1
Machine_63,72.67614677,8.587158368,0
Machine_69,88.04653833,11.86109873,1
Machine_22,89.38353608,19.87798206,1
Machine_93,76.66903814,8.044993137,0
Machine_67,86.96106627,4.170278235,1
Machine_76,75.79771693,17.08833649,0
Machine_26,74.41126174,19.8234771,0
Machine_16,69.48891026,2.415299485,0
Machine_51,80.21733116,5.756978706,1
Machine_86,32.68840842,3.407327754,0
Machine_57,90.46966074,8.350593878,1
Machine_29,89.74748222,10.80842349,1
Machine_78,22.33978264,17.97183209,0
Machine_92,86.06534005,15.62754204,1
Machine_69,30.3095894,14.90228562,0
Machine_47,46.80950834,8.456998719,0
Machine_94,79.4806605,20.19474127,0
Machine_62,32.86079168,11.31089202,0
Machine_69,85.43736193,23.49851851,1
Machine_76,86.57073424,15.21941132,1
Machine_16,60.5974187,3.030353798,0
Machine_90,20.51086974,16.22826149,0
Machine_90,42.96305065,7.80249637,0
Machine_48,69.35415347,16.47185272,0
Machine_85,98.49489424,1.671387556,1
Machine_39,70.54508216,4.197154492,0
Machine_100,40.78428649,20.53769421,0
Machine_33,70.72045625,5.452309369,0
Machine_94,63.19883038,20.08898701,0
Machine_23,82.38763161,6.702626123,1
Machine_10,28.55845111,15.42916584,0
Machine_69,80.8822322,16.65961376,1
Machine_100,63.30132629,12.30371408,0
Machine_34,97.03936031,7.327456241,1
Machine_52,47.34977328,5.103465033,0
Machine_95,70.60975145,0.796544509,1
Machine_10,94.56224844,7.29471363,1
Machine_19,28.20077824,15.67590697,0
Machine_58,94.97827898,22.51931564,1
Machine_96,75.03085778,20.90890757,0
Machine_1,25.42696473,18.38555464,0
Machine_69,44.07708536,18.92273624,0
Machine_4,76.65376709,15.95963768,0
Machine_16,25.38804812,6.246884582,0
Machine_24,66.57363681,21.77268074,0
Machine_80,47.67064456,16.09757549,0
Machine_2,69.67324142,13.45057514,0
Machine_92,23.65936271,2.663747261,0
Machine_32,89.72294449,10.72933305,1
Machine_91,97.87911753,11.04859851,1
Machine_84,97.51022842,20.74952663,1
Machine_24,79.97214654,13.11955728,0
Machine_12,30.40689921,9.129613175,0
Machine_50,80.66105567,23.44320788,1
Machine_35,21.96695332,2.65729424,0
Machine_33,21.76988412,10.14116228,0
Machine_33,45.88881753,1.008592204,1
Machine_61,59.09145523,17.7576989,0
Machine_51,81.63259342,22.03383725,1
Machine_43,74.66363013,6.720895909,0
Machine_12,55.67221651,20.60020024,0
Machine_67,41.8901333,7.013237531,0
Machine_65,99.76996001,21.85848388,1
Machine_33,54.09450418,18.09508569,0
Machine_40,56.11096195,19.31776264,0
Machine_74,33.0899057,0.432157334,1
Machine_43,83.5847639,23.10744857,1
Machine_44,75.49457806,17.44010381,0
Machine_29,37.66156902,7.314026289,0
Machine_13,26.59048365,19.90547196,0
Machine_12,74.43994417,6.756508762,0
Machine_95,72.36089714,20.94609215,0
Machine_46,41.86076216,2.70192937,0
Machine_2,96.06908498,16.88846346,1
Machine_35,32.08463134,12.97676344,0
Machine_87,54.58678408,2.316827285,0
Machine_81,95.48927361,5.805451878,1
Machine_90,53.57818535,0.297696871,1
Machine_8,71.08207581,11.25043117,0
Machine_93,51.80755184,7.230366258,0
Machine_26,41.93721619,14.36057962,0
Machine_74,98.71821184,7.133707385,1
Machine_90,52.74672051,7.198058676,0
Machine_34,91.52793629,17.83663677,1
Machine_7,38.39636847,1.155428063,1
Machine_68,37.04837632,21.66947988,0
Machine_58,22.49072663,20.45433299,0
Machine_75,72.13334603,16.0273124,0
Machine_29,49.4821075,14.23731768,0
Machine_36,89.14865999,21.41525996,1
Machine_89,57.85679254,4.447924309,0
Machine_21,97.45547423,1.895259893,1
Machine_36,34.84204126,5.748244078,0
Machine_10,89.48985344,19.06987869,1
Machine_73,82.12774822,0.832086401,1
Machine_24,81.67374757,13.98736404,1
Machine_64,87.58265825,23.89050039,1
Machine_99,80.88191928,20.53670625,1
Machine_49,70.09762573,12.51469654,0
Machine_99,30.49959021,1.527381823,1
Machine_36,22.60209436,19.95296435,0
Machine_82,93.66782783,14.3754842,1
Machine_96,69.33202516,2.758391929,0
Machine_24,83.72298328,2.252574836,1
Machine_23,58.52178812,21.83104367,0
Machine_62,29.38465512,16.06080631,0
Machine_96,30.01486338,19.90288318,0
Machine_37,74.84522298,21.09549361,0
Machine_12,54.42447159,13.72253645,0
Machine_55,36.04197814,12.41871244,0
Machine_13,59.32756374,10.33025785,0
Machine_23,25.13671497,7.606718107,0
Machine_89,66.55771215,10.43030306,0
Machine_99,41.51947235,18.57311174,0
Machine_30,83.80472805,14.44616234,1
Machine_17,44.82895671,21.42055896,0
Machine_62,56.41761193,10.64112035,0
Machine_84,20.92964319,14.57014989,0
Machine_89,25.79575102,15.15138127,0
Machine_86,51.39948451,14.2007319,0
Machine_13,58.39510678,16.86321055,0
Machine_59,68.00164385,5.698403241,0
Machine_19,43.3330063,12.29673066,0
Machine_49,75.59855089,2.501395267,0
Machine_100,88.80979178,9.228271863,1
Machine_12,82.38807911,11.70400965,1
Machine_61,23.16950603,15.65338223,0
Machine_19,58.44055578,22.81274526,0
Machine_76,28.39441427,14.4156256,0
Machine_9,39.36360127,17.84625399,0
Machine_71,98.93300746,12.15038543,1
Machine_28,31.39964343,15.21849675,0
Machine_78,59.91105228,1.702373187,1
Machine_95,69.45245875,6.10539794,0
Machine_52,76.19719764,8.684474237,0
Machine_83,64.77189468,11.33984052,0
Machine_16,20.78166779,1.095569892,1
Machine_69,46.11690466,3.360578341,0
Machine_99,61.41693147,6.643543387,0
Machine_12,27.02931993,23.31678458,0
Machine_25,48.0501545,7.95232817,0
Machine_52,22.6562487,11.56898539,0
Machine_85,26.28627977,4.706345106,0
Machine_100,51.7538621,14.65872171,0
Machine_53,30.61726032,6.736397172,0
Machine_23,65.40326786,4.967821883,0
Machine_16,75.15719753,12.39774308,0
Machine_57,84.04693593,0.13213918,1
Machine_39,36.01201954,0.183936784,1
Machine_53,33.39860658,5.257651418,0
Machine_42,28.36542723,0.8813127,1
Machine_58,70.91441996,2.592618099,0
Machine_39,76.51805812,8.132655584,0
Machine_14,22.52689159,19.26205631,0
Machine_95,94.8969797,13.72916744,1
Machine_5,24.15770269,12.30402542,0
Machine_35,63.30370682,7.043731757,0
Machine_87,76.72484156,22.36208927,0
Machine_93,89.6775299,9.52836099,1
Machine_75,77.12695457,2.090226403,0
Machine_18,84.13824665,14.80959639,1
Machine_76,47.1560154,2.732121443,0
Machine_9,85.1860091,8.285355427,1
Machine_74,26.40918771,12.17788653,0
Machine_58,91.58533248,20.98134059,1
Machine_17,63.80739009,11.84511793,0
Machine_7,85.3838216,16.85421038,1
Machine_46,56.18546276,23.82760414,0
Machine_13,71.48621562,3.155738878,0
Machine_40,62.11221287,6.593556612,0
Machine_42,78.52716174,9.469825814,0
Machine_9,26.53039856,10.12387628,0
Machine_50,24.82816672,9.864505806,0
Machine_27,39.76825872,21.78266406,0
Machine_66,32.76357441,17.13678347,0
Machine_5,89.74268533,14.58972514,1
Machine_29,37.53711899,7.424945229,0
Machine_37,98.06922047,19.77096922,1
Machine_38,46.95166334,22.92145228,0
Machine_83,34.56943326,19.70875878,0
Machine_8,83.17588057,0.037562525,1
Machine_65,72.69662204,15.27363288,0
Machine_86,59.85565732,1.227249155,1
Machine_17,64.42908408,6.182573288,0
Machine_71,77.53614226,1.428592808,1
Machine_89,38.27637931,14.49109087,0
Machine_45,99.70671328,16.47815792,1
Machine_4,97.98345297,2.747703314,1
Machine_36,72.02605491,9.212133193,0
Machine_70,35.96339607,10.94967621,0
Machine_31,74.41825939,8.857272522,0
Machine_19,25.77587272,2.904600012,0
Machine_61,22.45220018,10.05474696,0
Machine_54,40.61463108,18.02827315,0
Machine_39,57.00983654,1.704183949,1
Machine_91,89.46180043,1.924320338,1
Machine_74,78.17352558,8.514511004,0
Machine_90,79.4165217,22.60141708,0
Machine_19,54.03946676,16.04574352,0
Machine_39,47.6747994,16.28807896,0
Machine_67,49.68310104,8.68607978,0
Machine_45,99.0119651,14.24785899,1
